propertyid,price,township,neighborhood,censustract,community,zipcode,homeowner,white,black,asian,hispanic,college,medhinc,poverty,walls,rooms,beds,basement,basementfin,centralheat,otherheat,ac,fireplaces,attic,atticfin,fullbathrooms,halfbathrooms,garagesize,garageconstruction,garageattached,porch,squarefoot,age
4692,1500000,"14","1419",51100,"North Center",60618,0,.8785347,.0205656,.0687661,.1111825,.5348762,76694,.059788,"Wood frame",5,2,"Full basement","Unfinished","Warm air","None","Yes",0,"Full","Unfinished",1,0,2,"Wood frame","No","N/A",800,104
4693,642000,"14","1418",60200,"Lake View",60613,0,.7745144,.0402653,.1425865,.1880625,.4036652,54125,.15156,"Masonry",8,4,"Full basement","Unfinished","Steam","None","No",0,"None",0,2,0,2,"Wood frame","No","N/A",2212,110
4694,190000,"20","2027",691400,"Greater Grand Crossing",60619,0,.0124619,.9642758,.0027693,.0096926,.1516399,38808,.201335,"Masonry",5,2,"Full basement","Unfinished","Warm air","None","No",0,"Full","Unfinished",1,0,1,"Wood frame","No","Wood",980,82
4695,128000,"19","1934",700301,"Ashburn",60652,1,.6160964,.0806564,.2636173,.632507,.0662634,51141,.14336,"Wood frame and masonry",6,2,"crawlspace","Unfinished","Warm air","None","Yes",0,"None",0,1,0,1,"Wood frame","No","N/A",1258,60
4696,368000,"13","1321",151100,"Portage Park",60641,0,.6874313,.0144742,.2513741,.4701356,.1415793,38939,.123497,"Masonry",5,2,"Full basement","Unfinished","Warm air","None","No",0,"Full","Unfinished",1,0,1,"Wood frame","No","Wood",884,78
4697,159900,"19","1915",650200,"West Lawn",60629,1,.604918,.0188525,.3329235,.7706284,.0516174,53171,.120487,"Masonry",6,2,"Full basement","Unfinished","Warm air","None","No",0,"Full","Unfinished",1,0,2,"Wood frame","No","N/A",900,56
4698,405000,"10","1032",120100,"Forest Glen",60646,1,.9023345,.0061934,.0678895,.0702716,.4396083,103929,.031677,"Masonry",5,2,"Full basement","Formal rec-room","Warm air","None","Yes",0,"Full","Unfinished",1,0,1.5,"Wood frame","No","N/A",1046,51
4699,215000,"10","1025",20200,"West Ridge",60645,0,.6094967,.0925704,.2646795,.1412522,.3034019,62415,.231477,"Masonry",6,3,"Full basement","Formal rec-room","Steam","None","No",0,"Full","Unfinished",1,1,1,"Masonry","No","N/A",1488,80
4700,350000,"13","1302",130100,"North Park",60659,1,.6610169,.0099357,.2924216,.0685759,.3437809,44654,.084059,"Wood frame",7,4,"Full basement","Unfinished","Warm air","None","Yes",0,"None",0,2,0,0,"N/A",0,"N/A",1981,51
4701,348000,"13","1327",200100,"Hermosa",60641,0,.5381259,.0312356,.3821773,.7657326,.0438055,46346,.115242,"Masonry",5,2,"Full basement","Unfinished","Warm air","None","No",0,"Partial","Unfinished",1,0,2,"Wood frame","No","N/A",1007,81
4702,310000,"13","1308",110200,"Jefferson Park",60630,0,.7934936,.0074257,.178925,.1895332,.1695667,57641,.144661,"Masonry",6,3,"Full basement","Formal rec-room","Steam","None","No",0,"Full","Unfinished",1,0,2,"Wood frame","No","Wood",1253,83
4703,148500,"20","2035",440102,"Chatham",60619,0,.0035177,.9817716,.0009594,.0083147,.1059727,28224,.367142,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","Yes",1,"None",0,1,1,2,"Wood frame","No","N/A",1560,67
4704,605000,"17","1722",330100,"Near South Side",60616,0,.5443681,.2632805,.1630117,.0606513,.5422633,71563,.121878,"Masonry",6,3,"Slab basement","Unfinished","Warm air","None","Yes",1,"None",0,2,0,2,"Masonry","Yes","N/A",2264,4
4705,215000,"24","2412",720400,"Beverly",60655,0,.8934512,.0680873,.0192308,.0680873,.315892,94440,.004867,"Masonry",7,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,2,0,0,"N/A",0,"N/A",1392,62
4706,285000,"13","1336",221300,"Logan Square",60647,1,.6238361,.0595903,.2793296,.5142769,.293456,41116,.194956,"Wood frame",7,3,"Full basement","Unfinished","Warm air","None","No",0,"Full","Living area",1,0,2,"Wood frame","No","Wood",1099,115
4707,252000,"13","1322",161200,"Irving Park",60641,1,.5737202,.0187713,.3389078,.6409556,.1492098,59327,.038589,"Masonry",6,2,"Slab basement","Unfinished","Warm air","None","Yes",0,"None",0,2,0,2,"Masonry","Yes","N/A",1733,7
4708,715000,"14","1419",62500,"Lake View",60657,1,.8590515,.0394122,.0734803,.0915164,.5974576,109167,.071328,"Masonry",7,3,"Full basement","Formal rec-room","Warm air","None","No",2,"Full","Living area",1,1,0,"N/A",0,"N/A",1398,118
4709,290000,"13","1310",140400,"Albany Park",60630,1,.5903013,.0174871,.3357825,.3256429,.195022,43628,.15022,"Wood frame",5,2,"Full basement","Formal rec-room","Warm air","None","No",0,"Partial","Unfinished",1,0,2,"Wood frame","No","Wood",1145,80
4710,201000,"20","2027",691300,"Greater Grand Crossing",60619,1,.0089869,.9730392,.0028595,.0175654,.1919133,44083,.049526,"Masonry",5,3,"Partial basement","Formal rec-room","Warm air","None","No",0,"Partial","Living area",1,1,2,"Masonry","No","N/A",1104,86
4711,290000,"13","1306",100200,"Norwood Park",60631,0,.9210253,.0040006,.0531931,.1172026,.2360623,76881,.021669,"Wood frame",6,3,"Full basement","Formal rec-room","Warm air","None","Yes",0,"Partial","Living area",1,1,1,"Wood frame","Yes","N/A",1469,87
4712,1050000,"14","1418",50200,"North Center",60618,1,.8352284,.0256357,.1108125,.145338,.4361325,64051,.058345,"Wood frame",9,4,"Full basement","Formal rec-room","Warm air","None","Yes",1,"None",0,3,1,2,"Wood frame","No","N/A",2478,4
4713,3777000,"14","1417",60100,"Lake View",60613,1,.8703776,.0299728,.0696769,.121448,.5480039,96094,.078286,"Masonry",10,6,"Full basement","Formal rec-room","Warm air","None","Yes",4,"None",0,4,2,2,"Masonry","No","N/A",4434,4
4714,554000,"17","1722",330100,"Near South Side",60616,1,.5443681,.2632805,.1630117,.0606513,.5422633,71563,.121878,"Masonry",7,2,"Slab basement","Unfinished","Warm air","None","Yes",1,"Partial","Unfinished",2,1,1,"Masonry","Yes","N/A",1623,10
4715,206000,"16","1605",250600,"Austin",60651,1,.0293985,.9043419,.0513342,.0762099,.06948,46927,.265345,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",870,90
4716,97000,"19","1901",580502,"Brighton Park",60632,1,.4621425,.0246775,.4733595,.8536175,.0621692,45712,.18901,"Wood frame",7,4,"Full basement","Formal rec-room","Warm air","Unit heater","No",0,"Full","Unfinished",1,0,2,"Wood frame","No","N/A",856,102
4717,1222500,"14","1405",30200,"Edgewater",60660,1,.7297449,.0871671,.1432296,.138387,.4497746,67115,.121551,"Wood frame",10,6,"Full basement","Formal rec-room","Steam","None","Yes",0,"None",0,2,0,2,"Wood frame","No","N/A",3204,96
4718,104000,"25","2501",480100,"Calumet Heights",60617,0,.0054107,.9724545,.0103296,.0093458,.2437437,59330,.122122,"Masonry",5,2,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,2,"Wood frame","No","N/A",975,54
4719,335000,"13","1319",170300,"Dunning",60634,0,.818873,.0103334,.1470072,.2618444,.159953,57950,.178183,"Masonry",5,2,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,2.5,"Wood frame","No","N/A",1086,85
4720,196000,"19","1909",560700,"Garfield Ridge",60638,1,.7626292,.0117681,.1831228,.5031573,.083259,44286,.175736,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","No",0,"Full","Living area",1,0,2,"Wood frame","No","N/A",1355,66
4721,148000,"25","2503",490400,"Roseland",60619,0,.0037771,.99339,0,.0018886,.1740332,54327,.14733,"Masonry",5,2,"Full basement","Formal rec-room","Warm air","None","Yes",0,"None",0,1,1,2,"Masonry","No","N/A",1032,41
4722,260000,"24","2414",740200,"Mount Greenwood",60655,1,.908355,.051474,.0232167,.0783565,.2041631,97824,.024272,"Masonry",6,3,"Full basement","Formal rec-room","Warm air","None","Yes",0,"None",0,1,0,2,"Wood frame","No","N/A",1234,63
4723,235000,"17","1732",839700,"Bridgeport",60608,1,.5640314,.0270458,.3638465,.4110032,.1644491,40000,.365281,"Masonry",4,2,"Full basement","Unfinished","Steam","None","No",0,"Full","Unfinished",1,0,0,"N/A",0,"Wood",744,109
4724,497500,"13","1312",40201,"Lincoln Square",60625,0,.7257961,.0295915,.2005468,.2211322,.367539,60612,.142161,"Masonry",6,2,"Slab basement","Unfinished","Warm air","None","Yes",1,"None",0,2,1,2,"Masonry","Yes","N/A",2116,7
4725,215000,"13","1311",140302,"Albany Park",60625,0,.4575374,.0552359,.4066743,.390794,.1888224,51056,.267939,"Wood frame",6,3,"Full basement","Unfinished","Steam","None","No",0,"Full","Living area",1,1,1,"Wood frame","No","N/A",1457,100
4726,310000,"13","1315",160200,"Irving Park",60641,1,.7513796,.0273018,.1742666,.253558,.2209539,60781,.088599,"Masonry",5,2,"Partial basement","Formal rec-room","Warm air","None","Yes",0,"Partial","Unfinished",2,1,2,"Masonry","Yes","N/A",1454,4
4727,175000,"19","1934",700301,"Ashburn",60652,1,.6160964,.0806564,.2636173,.632507,.0662634,51141,.14336,"Wood frame and masonry",6,3,"Partial basement","Formal rec-room","Warm air","None","No",0,"Partial","Unfinished",1,1,1,"Wood and masonry","Yes","N/A",1332,41
4728,1050000,"14","1418",50200,"North Center",60618,1,.8352284,.0256357,.1108125,.145338,.4361325,64051,.058345,"Wood frame",7,4,"Full basement","Formal rec-room","Warm air","None","Yes",2,"None",0,3,1,0,"N/A",0,"N/A",2452,1
4729,1800000,"14","1432",832500,"Lincoln Park",60614,1,.838325,.0684969,.063228,.0757072,.419888,61484,.242017,"Masonry",8,4,"Full basement","Formal rec-room","Warm air","None","Yes",0,"None",0,3,1,2,"Masonry","No","N/A",3572,4
4730,204900,"19","1907",560900,"Garfield Ridge",60638,0,.8804241,.0037306,.0960141,.2723346,.14301,74098,.039498,"Masonry",4,2,"Full basement","Unfinished","Warm air","None","Yes",0,"None",0,2,1,2,"Wood frame","No","N/A",1118,59
4731,855000,"17","1717",832900,"Near West Side",60607,1,.665009,.045208,.2662749,.085443,.4855899,39300,.43417,"Masonry",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,3,"Masonry","Yes","N/A",713,12
4732,182000,"19","1903",570200,"Archer Heights",60632,1,.6042203,.0082347,.3463716,.7509007,.0776541,46477,.038012,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,2,"Wood frame","No","N/A",1080,40
4733,182000,"19","1901",580600,"Brighton Park",60632,0,.4912312,.0146447,.450913,.8638583,.0447053,39542,.263744,"Wood frame",3,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",660,98
4734,220000,"13","1330",180100,"Montclare",60634,1,.7118258,.0204678,.2300195,.4337232,.1402945,44760,.141987,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","Yes",0,"Partial","Unfinished",1,0,2,"Wood frame","No","N/A",1102,55
4735,260000,"13","1330",831500,"Belmont Cragin",60634,0,.5795538,.062025,.3091444,.5864182,.0794872,55136,.073846,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","No",0,"Partial","Living area",1,0,2,"Wood frame","No","Wood",1348,56
4736,475000,"13","1303",120300,"Forest Glen",60646,0,.7912019,.0095837,.1633936,.097879,.427907,101402,.05881,"Wood frame and masonry",8,4,"Partial basement","Formal rec-room","Warm air","None","Yes",1,"Partial","Living area",1,1,1,"Wood and masonry","Yes","N/A",2220,62
4737,89000,"19","1924",660800,"Chicago Lawn",60629,0,.1428815,.6167093,.2163683,.3265132,.0301937,32289,.391177,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",1040,56
4738,140000,"20","2033",842400,"Chatham",60620,1,.0093826,.9670097,.0069613,.0121065,.1497204,30065,.408146,"Masonry",5,2,"Full basement","Formal rec-room","Warm air","None","Yes",0,"None",0,1,0,2,"Wood frame","No","N/A",1040,38
4739,575250,"14","1433",71300,"Lincoln Park",60614,1,.8961002,.0153715,.0708796,.0367208,.6761276,90969,.103695,"Masonry",9,5,"Slab basement","Unfinished","Warm air","None","Yes",0,"None",0,2,1,0,"N/A",0,"N/A",1977,31
4740,235000,"25","2507",720300,"Beverly",60643,0,.6682783,.2962665,.0179962,.0529143,.3678129,97996,.011829,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","Yes",0,"Full","Unfinished",1,0,2,"Masonry","No","N/A",1206,59
4741,250000,"19","1918",561000,"Garfield Ridge",60638,1,.884131,.0065879,.0895175,.2466576,.1691602,62500,.093756,"Masonry",4,2,"Full basement","Formal rec-room","Steam","None","Yes",0,"Partial","Unfinished",1,0,2,"Wood frame","No","N/A",975,55
4742,160000,"19","1909",560300,"Garfield Ridge",60638,1,.6652024,.0464387,.2544713,.6168811,.1038879,55200,.090351,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",1008,53
4743,240000,"19","1907",560900,"Garfield Ridge",60638,1,.8804241,.0037306,.0960141,.2723346,.14301,74098,.039498,"Masonry",4,3,"Slab basement","Unfinished","Warm air","None","Yes",0,"Partial","Unfinished",1,0,1,"Wood frame","No","N/A",1022,50
4744,440000,"10","1032",120100,"Forest Glen",60646,1,.9023345,.0061934,.0678895,.0702716,.4396083,103929,.031677,"Wood frame",5,3,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",1401,61
4745,100000,"19","1914",660400,"Chicago Lawn",60629,1,.447651,.0557047,.4498322,.8790268,.0202198,35259,.295736,"Masonry",5,2,"Full basement","Unfinished","Warm air","None","No",0,"Full","Unfinished",1,0,0,"N/A",0,"Wood",1041,89
4746,540000,"10","1032",120100,"Forest Glen",60646,1,.9023345,.0061934,.0678895,.0702716,.4396083,103929,.031677,"Masonry",6,4,"Full basement","Unfinished","Warm air","None","Yes",1,"None",0,1,1,1,"Masonry","Yes","N/A",1663,68
4747,385000,"13","1304",120200,"Forest Glen",60646,0,.872009,.0049661,.0957111,.0799097,.3835964,89773,.024191,"Masonry",7,4,"Full basement","Formal rec-room","Steam","None","Yes",1,"None",0,2,0,2,"Wood frame","No","Wood",1339,56
4748,280000,"12","1224",170400,"Dunning",60634,1,.8607235,.0087855,.1023256,.1912145,.2020624,64815,.170213,"Masonry",7,3,"Full basement","Unfinished","Warm air","None","No",0,"Full","Unfinished",1,0,2,"Wood frame","No","Wood",1854,82
4749,160000,"20","2034",440300,"Chatham",60619,0,.0067269,.9751945,.0031532,.0109313,.2546686,45839,.127334,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","Yes",0,"None",0,1,0,2,"Wood frame","No","N/A",1107,50
4750,109000,"19","1903",560100,"Garfield Ridge",60632,1,.5166327,.1771894,.2593347,.6381534,.1281553,31354,.154563,"Masonry",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"Partial","Unfinished",1,0,1,"Wood frame","No","N/A",852,60
4751,228000,"19","1926",650400,"West Lawn",60629,0,.4847991,.05502,.4256266,.8441346,.0363289,44679,.227386,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","No",0,"Partial","Unfinished",1,0,2,"Wood frame","No","Wood",1112,48
4752,70000,"25","2509",490700,"Roseland",60628,0,.0019449,.9841167,.0032415,.0084279,.1074693,42500,.195714,"Wood frame",4,3,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",1112,80
4753,393000,"13","1328",190200,"Belmont Cragin",60641,0,.5240048,.0268239,.404408,.7854092,.0897382,42829,.265174,"Masonry",5,3,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,2,"Wood frame","No","N/A",1126,80
4754,960000,"17","1704",80202,"Near North Side",60610,1,.8896512,.0225843,.0697541,.0451687,.7309704,87136,.045904,"Masonry",8,4,"Slab basement","Unfinished","Warm air","None","Yes",1,"None",0,2,1,1,"Masonry","Yes","N/A",2624,30
4755,220000,"13","1321",150800,"Portage Park",60641,1,.6859848,.0289773,.2354167,.5382576,.1087181,57953,.150663,"Wood frame and masonry",4,2,"Full basement","Unfinished","Warm air","None","No",0,"Partial","Unfinished",1,0,1,"Wood frame","No","N/A",882,94
4756,199900,"19","1923",650302,"West Lawn",60629,1,.5283149,.0315378,.4044659,.8535911,.0355577,49705,.204575,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,2,"Wood frame","No","N/A",1228,52
4757,135000,"19","1915",620300,"West Elsdon",60629,0,.6058759,.0121894,.345679,.7268323,.08697,42431,.22021,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",885,57
4758,87000,"26","2631",550100,"Hegewisch",60633,0,.6904044,.0496379,.216204,.507242,.1258761,43358,.225558,"Wood frame",6,2,"Partial basement","Unfinished","Warm air","Unit heater","No",0,"Partial","Unfinished",2,0,1.5,"Wood frame","No","N/A",744,124
4759,258000,"24","2423",740400,"Mount Greenwood",60655,0,.8392894,.1199582,.0213166,.0601881,.1687029,80912,.062467,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,2,"Wood frame","No","N/A",1084,48
4760,755000,"17","1717",833100,"Near West Side",60607,1,.68905,.1625816,.1225526,.071211,.658179,104930,.126028,"Masonry",8,3,"Slab basement","Unfinished","Warm air","None","Yes",1,"None",0,2,1,2,"Masonry","Yes","N/A",2122,1
4761,1829000,"14","1432",71100,"Lincoln Park",60614,1,.8797554,.0315897,.0686141,.060462,.4955357,103250,.143201,"Masonry",8,4,"Full basement","Unfinished","Steam","None","No",0,"Partial","Unfinished",1,1,1,"Wood frame","No","N/A",2304,131
4762,258000,"12","1224",170700,"Dunning",60634,1,.8755034,.0043624,.092953,.1758389,.1559961,55691,.142021,"Masonry",5,3,"Full basement","Formal rec-room","Warm air","None","No",0,"Full","Living area",1,0,0,"N/A",0,"N/A",1410,54
4763,600000,"17","1721",330200,"Near South Side",60605,1,.4340515,.3289543,.2088807,.038886,.4701745,74519,.09664,"Masonry",7,2,"Slab basement","Unfinished","Warm air","None","Yes",1,"None",0,2,1,1,"Masonry","Yes","N/A",1826,19
4764,438500,"13","1302",130300,"North Park",60659,1,.4926935,.0444313,.4085703,.2168247,.2738771,53384,.118713,"Masonry",8,4,"Full basement","Formal rec-room","Warm air","None","Yes",1,"None",0,2,1,1,"Wood and masonry","No","Masonry",2403,62
4765,355000,"13","1306",100200,"Norwood Park",60631,1,.9210253,.0040006,.0531931,.1172026,.2360623,76881,.021669,"Wood frame",5,2,"Full basement","Unfinished","Warm air","None","Yes",0,"Partial","Unfinished",1,0,2,"Wood frame","No","Wood",926,85
4766,1167500,"14","1430",70700,"Lincoln Park",60614,1,.7945992,.060902,.117495,.1157713,.4702137,106071,.119448,"Masonry",8,4,"Partial basement","Formal rec-room","Warm air","None","Yes",1,"None",0,2,1,2,"Masonry","No","N/A",2532,4
4767,219900,"19","1926",650400,"West Lawn",60629,0,.4847991,.05502,.4256266,.8441346,.0363289,44679,.227386,"Masonry",6,3,"Full basement","Formal rec-room","Warm air","None","Yes",0,"None",0,1,0,2,"Wood frame","No","N/A",1087,51
4768,322500,"13","1317",150502,"Portage Park",60634,1,.7697979,.0237812,.1736028,.3001189,.0810901,48933,.124294,"Masonry",5,3,"Full basement","Unfinished","Steam","None","No",0,"Full","Unfinished",1,0,2,"Wood frame","No","Wood",1178,81
4769,450000,"17","1706",241500,"West Town",60622,0,.7834262,.0285515,.1538997,.2082173,.6104571,86903,.11669,"Masonry",7,2,"Slab basement","Unfinished","Warm air","None","Yes",0,"None",0,2,1,2,"Masonry","Yes","N/A",1991,7
4770,285000,"13","1309",110501,"Jefferson Park",60630,0,.737659,.0144428,.2095279,.2353956,.2549266,62552,.036688,"Masonry",4,2,"Full basement","Unfinished","Warm air","None","Yes",0,"Full","Unfinished",1,0,2,"Wood frame","No","N/A",1365,51
4771,199900,"12","1224",170400,"Dunning",60634,0,.8607235,.0087855,.1023256,.1912145,.2020624,64815,.170213,"Masonry",4,2,"Full basement","Formal rec-room","Warm air","None","No",0,"Full","Unfinished",1,0,2,"Wood frame","No","N/A",836,54
4772,305000,"24","2411",740200,"Mount Greenwood",60655,1,.908355,.051474,.0232167,.0783565,.2041631,97824,.024272,"Wood frame and masonry",6,3,"Partial basement","Formal rec-room","Warm air","None","Yes",1,"None",0,2,0,2.5,"Wood frame","No","N/A",1342,20
4773,360000,"13","1302",130100,"North Park",60659,1,.6610169,.0099357,.2924216,.0685759,.3437809,44654,.084059,"Wood frame",10,5,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,2,0,0,"N/A",0,"N/A",2102,56
4774,1170000,"20","2011",410600,"Hyde Park",60615,0,.5290073,.2728835,.1478298,.0464117,.4172722,49655,.196803,"Masonry",9,5,"Full basement","Formal rec-room","Steam","None","No",1,"None",0,3,1,0,"N/A",0,"N/A",1944,105
4775,305000,"13","1309",120400,"Forest Glen",60630,0,.7123755,.0128023,.2332859,.2429588,.2722245,66210,.177526,"Masonry",7,3,"Full basement","Unfinished","Warm air","None","No",0,"Full","Living area",1,0,2,"Wood frame","No","N/A",1746,60
4776,164000,"13","1335",230200,"Humboldt Park",60647,1,.4489796,.1262458,.3796868,.7992406,.1147146,52188,.205307,"Wood frame",3,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",798,104
4777,184370,"16","1605",250600,"Austin",60651,0,.0293985,.9043419,.0513342,.0762099,.06948,46927,.265345,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,2,"Wood frame","No","N/A",1202,86
4778,257500,"12","1224",170700,"Dunning",60634,1,.8755034,.0043624,.092953,.1758389,.1559961,55691,.142021,"Masonry",6,3,"Full basement","Formal rec-room","Warm air","Unit heater","No",0,"None",0,1,0,2,"Wood frame","No","Wood",1296,34
4779,1600000,"14","1420",62400,"Lake View",60657,1,.9190711,.0140746,.0471499,.0591133,.6382716,109609,.053704,"Masonry",9,5,"Full basement","Formal rec-room","Warm air","None","Yes",2,"None",0,3,1,0,"N/A",0,"N/A",2705,7
4780,165000,"25","2517",750100,"Morgan Park",60643,0,.0084398,.9756451,.0038582,.0094044,.1228212,44868,.282581,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,1,1,"Masonry","No","N/A",1400,59
4781,69000,"25","2528",530501,"West Pullman",60628,1,.004813,.9731581,.0066642,.0129582,.1023041,38327,.474335,"Wood frame",4,2,"Full basement","Formal rec-room","Warm air","None","No",0,"Full","Unfinished",1,0,1.5,"Wood frame","Yes","Wood",992,55
4782,290000,"13","1328",190300,"Belmont Cragin",60641,0,.6529168,.0172592,.284087,.6325509,.0860604,42730,.121859,"Masonry",5,3,"Full basement","Unfinished","Steam","None","No",0,"Full","Unfinished",1,0,2,"Wood frame","No","Wood",1102,87
4783,175000,"10","1036",20601,"West Ridge",60645,0,.6151425,.0478514,.2836455,.15898,.2035811,43047,.276708,"Masonry",6,3,"Full basement","Unfinished","Steam","None","No",0,"Full","Unfinished",1,0,1.5,"Wood frame","No","N/A",1295,85
4784,120000,"16","1602",230900,"Humboldt Park",60651,1,.3843304,.2237451,.3259863,.6741989,.1530178,34512,.370643,"Masonry",3,2,"Partial basement","Unfinished","Warm air","None","No",0,"None",0,1,0,2,"Wood frame","No","N/A",792,110
4785,202000,"19","1935",700402,"Ashburn",60652,0,.2105263,.6458865,.1190598,.2312213,.1316302,82599,.142822,"Wood frame",4,3,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",1120,52
4786,139900,"25","2520",530300,"West Pullman",60643,0,.0058507,.9780014,.0023403,.0135736,.1099341,40734,.177024,"Wood frame and masonry",6,3,"Partial basement","Formal rec-room","Warm air","None","No",0,"None",0,1,1,2,"Wood frame","No","N/A",1120,48
4787,590000,"17","1721",841100,"Armour Square",60616,0,.0552798,.0358423,.8966088,.019024,.1738521,22000,.373361,"Masonry",8,3,"Slab basement","Unfinished","Warm air","None","Yes",0,"Full","Living area",2,1,2,"Masonry","Yes","N/A",2625,6
4788,118200,"20","2007",611600,"New City",60609,1,.0944686,.6606588,.2106899,.3206961,.0240779,45994,.386783,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","No",0,"Partial","Unfinished",1,1,2,"Wood frame","No","N/A",1076,51
4789,499000,"13","1325",210900,"Avondale",60618,1,.6121252,.0449804,.2933507,.5316167,.2179049,54188,.127448,"Wood frame",7,4,"Full basement","Formal rec-room","Steam","Unit heater","No",0,"Full","Living area",1,0,1,"Wood frame","No","N/A",1500,122
4790,385000,"13","1304",120200,"Forest Glen",60646,1,.872009,.0049661,.0957111,.0799097,.3835964,89773,.024191,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","Yes",0,"None",0,1,0,2,"Wood frame","No","N/A",1416,51
4791,633750,"13","1322",161100,"Irving Park",60641,1,.7984954,.0462117,.1106932,.161741,.4484937,98704,.110787,"Wood frame",7,3,"Full basement","Formal rec-room","Warm air","None","Yes",1,"None",0,2,1,2,"Wood frame","Yes","N/A",2092,1
4792,332000,"17","1717",833300,"Near West Side",60607,1,.5978929,.0544337,.3200175,.1172081,.2878197,56058,.400954,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","Yes",0,"None",0,1,1,0,"N/A",0,"N/A",1340,31
4793,312000,"24","2423",740400,"Mount Greenwood",60655,1,.8392894,.1199582,.0213166,.0601881,.1687029,80912,.062467,"Masonry",6,3,"Partial basement","Formal rec-room","Warm air","None","Yes",0,"Partial","Unfinished",1,1,2,"Masonry","No","N/A",1208,46
4794,189000,"24","2414",740300,"Mount Greenwood",60655,0,.9582007,.0116698,.0157013,.0649268,.2235371,87268,.004164,"Masonry",4,3,"Full basement","Unfinished","Warm air","None","Yes",0,"Partial","Living area",1,1,2,"Wood frame","No","N/A",970,60
4795,180000,"26","2606",480500,"Calumet Heights",60617,0,.0789145,.8399875,.0626949,.1303805,.1426529,52500,.20143,"Masonry",4,2,"Full basement","Unfinished","Steam","None","No",0,"Full","Unfinished",1,0,0,"N/A",0,"N/A",864,85
4796,328000,"10","1033",120200,"Forest Glen",60646,1,.872009,.0049661,.0957111,.0799097,.3835964,89773,.024191,"Masonry",5,3,"Full basement","Formal rec-room","Warm air","None","Yes",0,"None",0,1,0,2,"Wood frame","No","N/A",1325,39
4797,184000,"12","1223",170600,"Dunning",60634,0,.8867094,.0016013,.0864692,.1441153,.1985623,52219,.067224,"Masonry",6,3,"Partial basement","Unfinished","Warm air","None","No",0,"Full","Living area",1,1,2,"Wood frame","No","Wood",1218,58
4798,280000,"13","1314",160400,"Irving Park",60618,1,.6625419,.0423658,.2330118,.4458893,.2336383,44813,.29999,"Wood frame",7,3,"Full basement","Unfinished","Steam","None","No",0,"Full","Living area",1,1,2.5,"Wood frame","No","Wood",1142,106
4799,205000,"13","1317",150502,"Portage Park",60634,0,.7697979,.0237812,.1736028,.3001189,.0810901,48933,.124294,"Wood frame",6,3,"Full basement","Unfinished","Warm air","None","Yes",0,"Full","Living area",1,1,0,"N/A",0,"N/A",1166,88
4800,380000,"10","1025",20200,"West Ridge",60645,1,.6094967,.0925704,.2646795,.1412522,.3034019,62415,.231477,"Masonry",7,3,"Full basement","Formal rec-room","Warm air","None","Yes",2,"None",0,2,0,0,"N/A",0,"Wood",1902,49
4801,575000,"14","1430",62600,"Lake View",60657,1,.8647799,.0143756,.0880503,.0826595,.6215979,103125,.085162,"Masonry",8,4,"Slab basement","Unfinished","Warm air","None","Yes",0,"None",0,2,1,2,"Masonry","Yes","N/A",2120,7
